CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST023883,1041,1,252.51,2,1,1,211,Lost Customers
CUST023884,272,3,3569.26,4,4,5,445,Champions
CUST023885,872,1,3070.55,2,1,4,214,Lost Customers
CUST023888,385,3,4572.71,4,4,5,445,Champions
CUST023889,261,2,1489.7,4,3,3,433,Potential Loyalists
CUST023890,925,1,1212.72,2,1,2,212,Lost Customers
CUST023891,281,2,2411.0699999999997,4,3,4,434,Potential Loyalists
CUST023892,268,3,3391.27,4,4,5,445,Champions
CUST023893,471,3,4563.76,3,4,5,345,Loyal Customers
CUST023894,54,2,2372.51,5,3,4,534,Potential Loyalists
CUST023895,881,4,5464.37,2,5,5,255,Loyal Customers
CUST023897,949,1,439.56,2,1,1,211,Lost Customers
CUST023898,317,4,2466.72,4,5,4,454,Champions
CUST023899,42,1,531.03,5,1,1,511,Others
CUST023900,1184,2,2319.79,1,3,4,134,At Risk
CUST023901,261,3,2959.0,4,4,4,444,Champions
CUST023902,69,2,830.58,5,3,2,532,Potential Loyalists
CUST023903,71,3,1842.98,5,4,3,543,Loyal Customers
CUST023904,707,1,254.4,2,1,1,211,Lost Customers
CUST023905,301,3,1958.23,4,4,3,443,Loyal Customers
CUST023906,82,1,96.36,5,1,1,511,Others
CUST023907,281,3,3748.2799999999997,4,4,5,445,Champions
CUST023908,346,3,4829.77,4,4,5,445,Champions
CUST023909,746,2,641.09,2,3,1,231,At Risk
CUST023910,1110,2,1987.4499999999998,1,3,3,133,At Risk
CUST023911,1006,1,184.0,2,1,1,211,Lost Customers
CUST023912,784,1,233.03,2,1,1,211,Lost Customers
CUST023913,1611,1,542.0,1,1,1,111,Lost Customers
CUST023914,216,4,1887.8,4,5,3,453,Loyal Customers
CUST023915,448,1,937.43,3,1,2,312,Others
CUST023916,981,2,1306.47,2,3,2,232,At Risk
CUST023917,181,3,2476.0,4,4,4,444,Champions
CUST023918,523,1,487.42,3,1,1,311,Others
CUST023919,277,1,1025.55,4,1,2,412,Others
CUST023920,1054,3,1811.6599999999999,2,4,3,243,Loyal Customers
CUST023921,1301,1,513.93,1,1,1,111,Lost Customers
CUST023922,763,2,1023.4100000000001,2,3,2,232,At Risk
CUST023923,1432,4,3832.46,1,5,5,155,Loyal Customers
CUST023924,1057,5,4231.15,2,5,5,255,Loyal Customers
CUST023925,195,5,5930.6,4,5,5,455,Champions
CUST023926,493,2,1732.4,3,3,3,333,Others
CUST023928,454,1,1483.12,3,1,3,313,Others
CUST023929,1181,1,1695.54,1,1,3,113,Lost Customers
CUST023930,1006,2,3680.8199999999997,2,3,5,235,At Risk
CUST023931,1619,1,1569.41,1,1,3,113,Lost Customers
CUST023933,826,2,1491.9399999999998,2,3,3,233,At Risk
CUST023934,103,2,2507.52,5,3,4,534,Potential Loyalists
CUST023935,651,1,1352.4,3,1,2,312,Others
CUST023936,603,2,852.0699999999999,3,3,2,332,Others
CUST023937,398,3,1336.1599999999999,3,4,2,342,Others
CUST023938,1604,1,128.36,1,1,1,111,Lost Customers
CUST023939,810,1,1821.97,2,1,3,213,Lost Customers
CUST023940,648,2,1387.52,3,3,2,332,Others
CUST023941,1573,2,3382.9700000000003,1,3,5,135,At Risk
CUST023942,1797,1,1049.91,1,1,2,112,Lost Customers
CUST023943,1186,2,2004.6100000000001,1,3,3,133,At Risk
CUST023945,853,1,716.96,2,1,2,212,Lost Customers
CUST023946,99,3,1850.96,5,4,3,543,Loyal Customers
CUST023947,220,1,17.21,4,1,1,411,Others
CUST023949,12,3,2302.28,5,4,4,544,Champions
CUST023950,374,4,3162.52,4,5,4,454,Champions
CUST023951,723,3,1989.3400000000001,2,4,3,243,Loyal Customers
CUST023952,746,1,634.96,2,1,1,211,Lost Customers
CUST023953,110,2,2292.61,5,3,4,534,Potential Loyalists
CUST023954,669,1,596.37,3,1,1,311,Others
CUST023955,162,4,2205.4900000000002,5,5,3,553,Loyal Customers
CUST023956,506,4,1746.6399999999999,3,5,3,353,Loyal Customers
CUST023957,485,1,283.93,3,1,1,311,Others
CUST023958,684,1,1849.04,2,1,3,213,Lost Customers
CUST023959,1263,1,2247.13,1,1,4,114,Lost Customers
CUST023960,216,6,4783.79,4,5,5,455,Champions
CUST023961,212,1,1748.07,4,1,3,413,Others
CUST023962,821,2,1950.78,2,3,3,233,At Risk
CUST023964,1197,1,103.47,1,1,1,111,Lost Customers
CUST023965,160,4,4298.21,5,5,5,555,Champions
CUST023966,1055,2,1448.33,2,3,3,233,At Risk
CUST023967,982,2,3532.63,2,3,5,235,At Risk
CUST023968,836,3,1939.77,2,4,3,243,Loyal Customers
CUST023970,580,4,3773.0,3,5,5,355,Loyal Customers
CUST023971,765,1,407.09,2,1,1,211,Lost Customers
CUST023973,529,4,4607.860000000001,3,5,5,355,Loyal Customers
CUST023974,955,3,2151.81,2,4,3,243,Loyal Customers
CUST023975,986,2,2004.02,2,3,3,233,At Risk
CUST023976,1106,2,660.97,1,3,1,131,At Risk
CUST023978,290,2,799.47,4,3,2,432,Potential Loyalists
CUST023979,520,1,988.62,3,1,2,312,Others
CUST023980,1774,1,662.68,1,1,1,111,Lost Customers
CUST023981,1087,1,454.48,1,1,1,111,Lost Customers
CUST023982,433,1,1943.03,3,1,3,313,Others
CUST023983,390,2,737.12,4,3,2,432,Potential Loyalists
CUST023984,833,3,2595.94,2,4,4,244,Loyal Customers
CUST023985,733,2,1896.88,2,3,3,233,At Risk
CUST023986,255,3,3302.36,4,4,4,444,Champions
CUST023987,1416,1,2789.78,1,1,4,114,Lost Customers
CUST023988,637,3,2987.0600000000004,3,4,4,344,Loyal Customers
CUST023989,373,3,2804.72,4,4,4,444,Champions
CUST023990,778,4,4029.93,2,5,5,255,Loyal Customers
CUST023991,1596,1,562.42,1,1,1,111,Lost Customers
CUST023992,570,3,4181.16,3,4,5,345,Loyal Customers
CUST023993,825,2,1174.73,2,3,2,232,At Risk
CUST023994,1663,1,249.18,1,1,1,111,Lost Customers
CUST023996,1570,1,266.1,1,1,1,111,Lost Customers
CUST023997,377,3,2136.77,4,4,3,443,Loyal Customers
CUST023998,756,2,1806.6399999999999,2,3,3,233,At Risk
CUST024001,1454,1,2212.11,1,1,3,113,Lost Customers
CUST024002,864,1,1211.53,2,1,2,212,Lost Customers
CUST024003,958,3,5888.16,2,4,5,245,Loyal Customers
CUST024004,435,1,1699.39,3,1,3,313,Others
CUST024005,682,3,3988.44,2,4,5,245,Loyal Customers
CUST024006,63,3,2572.0,5,4,4,544,Champions
CUST024007,103,3,451.68,5,4,1,541,Potential Loyalists
CUST024009,329,1,445.65,4,1,1,411,Others
CUST024010,1418,1,2442.46,1,1,4,114,Lost Customers
CUST024011,1179,2,3405.3199999999997,1,3,5,135,At Risk
CUST024012,578,2,983.22,3,3,2,332,Others
CUST024013,1759,1,349.29,1,1,1,111,Lost Customers
CUST024014,1162,1,623.53,1,1,1,111,Lost Customers
CUST024015,513,1,1836.22,3,1,3,313,Others
CUST024016,859,3,800.52,2,4,2,242,At Risk
CUST024017,568,3,3614.4399999999996,3,4,5,345,Loyal Customers
CUST024018,488,3,3383.1099999999997,3,4,5,345,Loyal Customers
CUST024019,769,1,305.75,2,1,1,211,Lost Customers
CUST024020,449,2,1906.28,3,3,3,333,Others
CUST024021,131,3,2513.61,5,4,4,544,Champions
CUST024022,266,2,2890.79,4,3,4,434,Potential Loyalists
CUST024023,523,2,1482.87,3,3,3,333,Others
CUST024024,1350,1,2741.16,1,1,4,114,Lost Customers
CUST024025,392,1,1933.29,3,1,3,313,Others
CUST024026,68,6,6403.55,5,5,5,555,Champions
CUST024027,461,5,4644.59,3,5,5,355,Loyal Customers
CUST024028,1370,1,375.44,1,1,1,111,Lost Customers
CUST024029,154,1,496.3,5,1,1,511,Others
CUST024030,15,3,1628.46,5,4,3,543,Loyal Customers
CUST024031,964,2,1859.7000000000003,2,3,3,233,At Risk
CUST024032,2,1,234.74,5,1,1,511,Others
CUST024033,556,1,871.12,3,1,2,312,Others
CUST024035,542,1,146.14,3,1,1,311,Others
CUST024036,466,3,3218.3199999999997,3,4,4,344,Loyal Customers
CUST024037,639,2,1157.8000000000002,3,3,2,332,Others
CUST024039,651,2,1278.56,3,3,2,332,Others
CUST024040,1353,1,1432.9,1,1,3,113,Lost Customers
CUST024041,1741,1,145.55,1,1,1,111,Lost Customers
CUST024042,19,3,1554.65,5,4,3,543,Loyal Customers
CUST024043,995,1,2499.11,2,1,4,214,Lost Customers
CUST024044,43,4,1170.02,5,5,2,552,Potential Loyalists
CUST024045,927,1,888.03,2,1,2,212,Lost Customers
CUST024046,40,4,4064.13,5,5,5,555,Champions
CUST024047,1424,1,359.89,1,1,1,111,Lost Customers
CUST024048,937,1,1829.09,2,1,3,213,Lost Customers
CUST024049,1071,1,701.63,2,1,2,212,Lost Customers
CUST024051,308,1,192.67,4,1,1,411,Others
CUST024052,502,1,316.27,3,1,1,311,Others
CUST024053,572,3,3398.0499999999997,3,4,5,345,Loyal Customers
CUST024054,1507,1,913.56,1,1,2,112,Lost Customers
CUST024055,58,3,1907.21,5,4,3,543,Loyal Customers
CUST024056,1128,1,66.23,1,1,1,111,Lost Customers
CUST024057,322,1,481.01,4,1,1,411,Others
CUST024058,1013,1,560.32,2,1,1,211,Lost Customers
CUST024059,102,3,2332.06,5,4,4,544,Champions
CUST024060,685,1,1315.87,2,1,2,212,Lost Customers
CUST024061,385,4,5591.13,4,5,5,455,Champions
CUST024062,751,2,197.41,2,3,1,231,At Risk
CUST024063,218,3,1586.62,4,4,3,443,Loyal Customers
CUST024064,1010,2,2245.86,2,3,4,234,At Risk
CUST024065,158,2,964.65,5,3,2,532,Potential Loyalists
CUST024066,103,4,4810.9,5,5,5,555,Champions
CUST024067,79,3,3910.79,5,4,5,545,Champions
CUST024068,56,2,1626.22,5,3,3,533,Potential Loyalists
CUST024069,1803,1,122.37,1,1,1,111,Lost Customers
CUST024070,1068,1,2671.61,2,1,4,214,Lost Customers
CUST024071,769,2,2552.7,2,3,4,234,At Risk
CUST024072,1492,1,992.22,1,1,2,112,Lost Customers
CUST024073,53,1,371.63,5,1,1,511,Others
CUST024074,638,2,1394.22,3,3,2,332,Others
CUST024077,128,6,9584.32,5,5,5,555,Champions
CUST024079,1040,1,805.44,2,1,2,212,Lost Customers
CUST024080,1685,3,2966.51,1,4,4,144,Loyal Customers
CUST024081,1573,1,1021.48,1,1,2,112,Lost Customers
CUST024082,352,4,5792.04,4,5,5,455,Champions
CUST024083,1538,2,2352.6299999999997,1,3,4,134,At Risk
CUST024084,471,4,2928.6499999999996,3,5,4,354,Loyal Customers
CUST024085,300,3,841.76,4,4,2,442,Potential Loyalists
CUST024086,577,3,5948.639999999999,3,4,5,345,Loyal Customers
CUST024087,809,3,3927.15,2,4,5,245,Loyal Customers
CUST024089,489,2,2982.71,3,3,4,334,Others
CUST024091,859,3,3235.04,2,4,4,244,Loyal Customers
CUST024093,1236,1,265.62,1,1,1,111,Lost Customers
CUST024094,1053,2,2426.35,2,3,4,234,At Risk
CUST024095,206,2,39.24,4,3,1,431,Potential Loyalists
CUST024096,265,2,288.4,4,3,1,431,Potential Loyalists
CUST024098,883,1,77.26,2,1,1,211,Lost Customers
CUST024099,504,1,351.82,3,1,1,311,Others
CUST024100,359,4,3803.16,4,5,5,455,Champions
CUST024101,773,1,467.89,2,1,1,211,Lost Customers
CUST024102,463,1,2687.32,3,1,4,314,Others
CUST024103,1716,1,738.69,1,1,2,112,Lost Customers
CUST024104,96,3,2132.04,5,4,3,543,Loyal Customers
CUST024105,554,1,948.45,3,1,2,312,Others
CUST024107,1524,2,1824.5,1,3,3,133,At Risk
CUST024108,550,2,1148.49,3,3,2,332,Others
CUST024109,437,3,3151.7799999999997,3,4,4,344,Loyal Customers
CUST024110,200,2,765.0999999999999,4,3,2,432,Potential Loyalists
CUST024111,755,1,1481.3,2,1,3,213,Lost Customers
CUST024113,652,4,3549.21,3,5,5,355,Loyal Customers
CUST024114,325,3,4338.58,4,4,5,445,Champions
CUST024115,300,2,1577.27,4,3,3,433,Potential Loyalists
CUST024116,52,7,7272.15,5,5,5,555,Champions
CUST024117,165,5,5263.66,5,5,5,555,Champions
CUST024118,1450,2,1237.19,1,3,2,132,At Risk
CUST024119,403,1,1131.65,3,1,2,312,Others
CUST024120,343,4,4072.19,4,5,5,455,Champions
CUST024121,207,2,1670.22,4,3,3,433,Potential Loyalists
CUST024122,61,4,2166.4,5,5,3,553,Loyal Customers
CUST024123,492,3,1506.0700000000002,3,4,3,343,Loyal Customers
CUST024124,267,2,2259.3199999999997,4,3,4,434,Potential Loyalists
CUST024125,140,4,6083.04,5,5,5,555,Champions
CUST024128,158,2,1897.3500000000001,5,3,3,533,Potential Loyalists
CUST024129,1205,3,1907.1299999999999,1,4,3,143,Loyal Customers
CUST024130,232,2,626.06,4,3,1,431,Potential Loyalists
CUST024131,1241,1,655.26,1,1,1,111,Lost Customers
CUST024132,626,4,4483.05,3,5,5,355,Loyal Customers
CUST024133,1193,3,822.78,1,4,2,142,At Risk
CUST024134,46,1,360.35,5,1,1,511,Others
CUST024135,549,2,979.8599999999999,3,3,2,332,Others
CUST024136,1373,3,5573.97,1,4,5,145,Loyal Customers
CUST024139,361,2,2105.36,4,3,3,433,Potential Loyalists
CUST024142,954,1,26.92,2,1,1,211,Lost Customers
CUST024143,1168,1,789.39,1,1,2,112,Lost Customers
CUST024145,354,6,4940.27,4,5,5,455,Champions
CUST024147,646,2,1021.9200000000001,3,3,2,332,Others
CUST024148,833,2,3129.8,2,3,4,234,At Risk
CUST024149,451,3,2339.13,3,4,4,344,Loyal Customers
CUST024150,366,3,4849.0,4,4,5,445,Champions
CUST024151,712,4,2144.78,2,5,3,253,Loyal Customers
CUST024152,1255,2,1068.3600000000001,1,3,2,132,At Risk
CUST024153,125,4,2847.51,5,5,4,554,Champions
CUST024154,647,3,1798.8200000000002,3,4,3,343,Loyal Customers
CUST024155,1398,2,2133.64,1,3,3,133,At Risk
CUST024156,1232,1,221.4,1,1,1,111,Lost Customers
CUST024157,340,3,2677.38,4,4,4,444,Champions
CUST024158,306,1,1097.71,4,1,2,412,Others
CUST024159,10,3,1230.8,5,4,2,542,Potential Loyalists
CUST024160,934,1,558.05,2,1,1,211,Lost Customers
CUST024161,792,3,3975.6499999999996,2,4,5,245,Loyal Customers
CUST024162,1528,1,773.76,1,1,2,112,Lost Customers
CUST024163,41,2,563.0600000000001,5,3,1,531,Potential Loyalists
CUST024164,92,2,3080.8500000000004,5,3,4,534,Potential Loyalists
CUST024165,54,7,8189.95,5,5,5,555,Champions
CUST024166,1512,1,807.46,1,1,2,112,Lost Customers
CUST024167,1376,1,234.48,1,1,1,111,Lost Customers
CUST024169,255,4,7214.18,4,5,5,455,Champions
CUST024171,665,2,2247.87,3,3,4,334,Others
CUST024172,23,2,2514.79,5,3,4,534,Potential Loyalists
CUST024173,874,2,2058.6400000000003,2,3,3,233,At Risk
CUST024174,1477,1,399.22,1,1,1,111,Lost Customers
CUST024176,1480,2,2249.17,1,3,4,134,At Risk
CUST024177,1763,1,1913.11,1,1,3,113,Lost Customers
CUST024178,117,3,4432.86,5,4,5,545,Champions
CUST024179,1362,5,6254.7,1,5,5,155,Loyal Customers
CUST024181,1261,1,954.4,1,1,2,112,Lost Customers
CUST024182,501,2,1234.5,3,3,2,332,Others
CUST024183,1297,2,2295.13,1,3,4,134,At Risk
CUST024187,1090,1,1064.34,1,1,2,112,Lost Customers
CUST024188,156,4,4658.2,5,5,5,555,Champions
CUST024189,775,6,5937.42,2,5,5,255,Loyal Customers
CUST024190,13,1,375.86,5,1,1,511,Others
CUST024191,1591,2,1162.85,1,3,2,132,At Risk
CUST024192,199,4,3531.5200000000004,4,5,5,455,Champions
CUST024193,812,2,3533.4500000000003,2,3,5,235,At Risk
CUST024194,662,3,4912.38,3,4,5,345,Loyal Customers
CUST024195,1035,2,618.92,2,3,1,231,At Risk
CUST024196,60,2,880.06,5,3,2,532,Potential Loyalists
CUST024198,737,3,3157.4,2,4,4,244,Loyal Customers
CUST024200,80,4,828.27,5,5,2,552,Potential Loyalists
CUST024201,439,2,3229.12,3,3,4,334,Others
CUST024202,1241,2,1402.22,1,3,2,132,At Risk
CUST024203,1137,1,2790.48,1,1,4,114,Lost Customers
CUST024205,614,1,244.06,3,1,1,311,Others
CUST024207,76,2,670.51,5,3,1,531,Potential Loyalists
CUST024208,12,1,296.87,5,1,1,511,Others
CUST024209,1633,1,1707.54,1,1,3,113,Lost Customers
CUST024210,134,4,4446.93,5,5,5,555,Champions
CUST024212,348,2,2586.6400000000003,4,3,4,434,Potential Loyalists
CUST024213,14,4,5551.2,5,5,5,555,Champions
CUST024214,333,3,1881.35,4,4,3,443,Loyal Customers
CUST024215,126,5,4027.94,5,5,5,555,Champions
CUST024216,167,4,1890.55,5,5,3,553,Loyal Customers
CUST024217,322,5,4022.83,4,5,5,455,Champions
CUST024218,274,1,474.5,4,1,1,411,Others
CUST024219,235,4,4540.3099999999995,4,5,5,455,Champions
CUST024220,563,3,2986.75,3,4,4,344,Loyal Customers
CUST024221,151,1,1559.02,5,1,3,513,Others
CUST024222,525,2,2017.4099999999999,3,3,3,333,Others
CUST024223,123,4,5409.81,5,5,5,555,Champions
CUST024224,408,2,1982.77,3,3,3,333,Others
CUST024226,1187,2,1673.73,1,3,3,133,At Risk
CUST024228,846,2,1446.6000000000001,2,3,3,233,At Risk
CUST024229,882,2,1680.65,2,3,3,233,At Risk
CUST024230,1378,3,3104.1800000000003,1,4,4,144,Loyal Customers
CUST024231,1045,2,2995.82,2,3,4,234,At Risk
CUST024232,184,3,1307.67,4,4,2,442,Potential Loyalists
CUST024233,180,5,4515.53,4,5,5,455,Champions
CUST024234,525,2,1007.01,3,3,2,332,Others
CUST024236,912,1,762.53,2,1,2,212,Lost Customers
CUST024237,629,4,2876.79,3,5,4,354,Loyal Customers
CUST024238,415,1,820.64,3,1,2,312,Others
CUST024239,104,4,714.5600000000001,5,5,2,552,Potential Loyalists
CUST024241,48,3,1070.31,5,4,2,542,Potential Loyalists
CUST024242,447,1,249.17,3,1,1,311,Others
CUST024243,1302,1,391.88,1,1,1,111,Lost Customers
CUST024244,1118,1,442.46,1,1,1,111,Lost Customers
CUST024245,1783,2,3706.35,1,3,5,135,At Risk
CUST024246,433,1,77.25,3,1,1,311,Others
CUST024247,494,1,1317.37,3,1,2,312,Others
CUST024248,150,3,1487.21,5,4,3,543,Loyal Customers
CUST024249,109,1,343.21,5,1,1,511,Others
CUST024250,191,4,5466.5599999999995,4,5,5,455,Champions
CUST024251,817,2,2884.98,2,3,4,234,At Risk
CUST024252,231,1,156.31,4,1,1,411,Others
CUST024253,65,2,1673.9,5,3,3,533,Potential Loyalists
CUST024254,191,5,6425.7300000000005,4,5,5,455,Champions
CUST024255,901,2,2089.96,2,3,3,233,At Risk
CUST024256,783,1,366.9,2,1,1,211,Lost Customers
CUST024257,504,4,3208.49,3,5,4,354,Loyal Customers
CUST024258,298,4,4673.41,4,5,5,455,Champions
CUST024260,180,2,3819.55,4,3,5,435,Potential Loyalists
CUST024261,323,5,4982.139999999999,4,5,5,455,Champions
CUST024262,784,2,845.3,2,3,2,232,At Risk
CUST024263,831,1,1133.31,2,1,2,212,Lost Customers
CUST024265,954,4,2837.13,2,5,4,254,Loyal Customers
CUST024267,357,2,2720.09,4,3,4,434,Potential Loyalists
CUST024268,35,3,2592.17,5,4,4,544,Champions
CUST024269,934,1,1740.13,2,1,3,213,Lost Customers
CUST024271,1450,3,1952.53,1,4,3,143,Loyal Customers
CUST024273,653,2,557.55,3,3,1,331,Others
CUST024274,590,5,3660.25,3,5,5,355,Loyal Customers
CUST024275,342,6,5547.46,4,5,5,455,Champions
CUST024276,169,1,660.8,5,1,1,511,Others
CUST024277,1143,3,3659.9,1,4,5,145,Loyal Customers
CUST024278,890,1,1559.55,2,1,3,213,Lost Customers
CUST024279,204,4,3001.33,4,5,4,454,Champions
CUST024280,399,1,1036.13,3,1,2,312,Others
CUST024282,278,1,2262.87,4,1,4,414,Others
CUST024283,1275,1,211.54,1,1,1,111,Lost Customers
CUST024284,573,3,2701.25,3,4,4,344,Loyal Customers
CUST024285,803,2,2040.26,2,3,3,233,At Risk
CUST024286,691,2,1075.52,2,3,2,232,At Risk
CUST024288,191,2,1432.31,4,3,3,433,Potential Loyalists
CUST024289,839,2,479.77,2,3,1,231,At Risk
CUST024290,1816,1,1911.36,1,1,3,113,Lost Customers
CUST024291,92,4,2010.4099999999999,5,5,3,553,Loyal Customers
CUST024292,425,2,918.46,3,3,2,332,Others
CUST024293,17,5,4834.64,5,5,5,555,Champions
CUST024294,32,4,2666.05,5,5,4,554,Champions
CUST024295,395,2,1793.9,3,3,3,333,Others
CUST024296,525,3,2156.87,3,4,3,343,Loyal Customers
CUST024297,376,2,1375.78,4,3,2,432,Potential Loyalists
CUST024299,334,3,3101.8199999999997,4,4,4,444,Champions
CUST024300,844,2,2835.73,2,3,4,234,At Risk
CUST024301,188,3,871.75,4,4,2,442,Potential Loyalists
CUST024302,983,4,6250.72,2,5,5,255,Loyal Customers
CUST024303,409,2,3842.5699999999997,3,3,5,335,Others
CUST024304,1544,3,5170.85,1,4,5,145,Loyal Customers
CUST024305,1432,1,60.45,1,1,1,111,Lost Customers
CUST024307,1140,2,2700.96,1,3,4,134,At Risk
CUST024308,850,1,2257.38,2,1,4,214,Lost Customers
CUST024309,911,1,1838.11,2,1,3,213,Lost Customers
CUST024311,1245,1,889.64,1,1,2,112,Lost Customers
CUST024312,229,3,2605.37,4,4,4,444,Champions
CUST024313,416,2,1174.83,3,3,2,332,Others
CUST024314,109,3,4188.7,5,4,5,545,Champions
CUST024316,647,2,1089.85,3,3,2,332,Others
CUST024317,558,1,2859.3,3,1,4,314,Others
CUST024318,208,5,8340.78,4,5,5,455,Champions
CUST024319,114,1,1533.99,5,1,3,513,Others
CUST024321,48,4,4890.13,5,5,5,555,Champions
CUST024322,1146,1,677.65,1,1,1,111,Lost Customers
CUST024323,160,3,4822.18,5,4,5,545,Champions
CUST024324,1201,1,846.85,1,1,2,112,Lost Customers
CUST024326,238,3,4326.4400000000005,4,4,5,445,Champions
CUST024327,157,2,2987.33,5,3,4,534,Potential Loyalists
CUST024328,495,2,3635.02,3,3,5,335,Others
CUST024329,1373,1,243.94,1,1,1,111,Lost Customers
CUST024330,95,2,1214.5700000000002,5,3,2,532,Potential Loyalists
CUST024331,185,5,5223.4,4,5,5,455,Champions
CUST024332,910,2,1960.5,2,3,3,233,At Risk
CUST024333,1799,1,909.28,1,1,2,112,Lost Customers
CUST024334,1528,1,2368.93,1,1,4,114,Lost Customers
CUST024335,223,3,2321.67,4,4,4,444,Champions
CUST024336,215,4,2738.69,4,5,4,454,Champions
CUST024338,695,3,2457.57,2,4,4,244,Loyal Customers
CUST024339,80,2,2008.58,5,3,3,533,Potential Loyalists
CUST024340,1327,1,684.28,1,1,1,111,Lost Customers
CUST024341,493,2,1224.8600000000001,3,3,2,332,Others
CUST024342,1222,1,464.29,1,1,1,111,Lost Customers
CUST024343,1561,1,1121.44,1,1,2,112,Lost Customers
CUST024344,618,3,491.21999999999997,3,4,1,341,Others
CUST024345,426,4,2270.6099999999997,3,5,4,354,Loyal Customers
CUST024346,1664,1,224.7,1,1,1,111,Lost Customers
CUST024347,47,4,1984.14,5,5,3,553,Loyal Customers
CUST024348,276,1,765.13,4,1,2,412,Others
CUST024349,317,3,5117.64,4,4,5,445,Champions
CUST024350,588,1,578.03,3,1,1,311,Others
CUST024351,60,2,1800.08,5,3,3,533,Potential Loyalists
CUST024352,806,3,2892.91,2,4,4,244,Loyal Customers
CUST024353,1330,1,2216.85,1,1,3,113,Lost Customers
CUST024354,565,2,3831.93,3,3,5,335,Others
CUST024355,41,1,1327.33,5,1,2,512,Others
CUST024356,321,5,6316.27,4,5,5,455,Champions
CUST024357,459,1,873.78,3,1,2,312,Others
CUST024358,344,2,3991.88,4,3,5,435,Potential Loyalists
CUST024360,1078,2,2929.05,1,3,4,134,At Risk
CUST024361,322,3,2535.9,4,4,4,444,Champions
CUST024362,816,5,3720.87,2,5,5,255,Loyal Customers
CUST024363,968,2,944.1,2,3,2,232,At Risk
CUST024364,542,3,2044.3700000000001,3,4,3,343,Loyal Customers
CUST024365,564,2,2180.86,3,3,3,333,Others
CUST024366,1649,1,1925.58,1,1,3,113,Lost Customers
CUST024367,1329,2,1131.08,1,3,2,132,At Risk
CUST024368,1172,2,5191.110000000001,1,3,5,135,At Risk
CUST024370,1646,1,1532.39,1,1,3,113,Lost Customers
CUST024372,146,3,3104.37,5,4,4,544,Champions
CUST024373,190,4,2754.79,4,5,4,454,Champions
CUST024374,863,1,1690.0,2,1,3,213,Lost Customers
CUST024375,330,2,1556.77,4,3,3,433,Potential Loyalists
CUST024376,190,2,5065.65,4,3,5,435,Potential Loyalists
CUST024377,152,3,1328.24,5,4,2,542,Potential Loyalists
CUST024378,989,2,949.6999999999999,2,3,2,232,At Risk
CUST024380,31,6,5712.6,5,5,5,555,Champions
CUST024381,4,2,347.53,5,3,1,531,Potential Loyalists
CUST024382,140,2,596.21,5,3,1,531,Potential Loyalists
CUST024384,708,1,747.13,2,1,2,212,Lost Customers
CUST024385,244,3,4948.16,4,4,5,445,Champions
CUST024386,1111,1,278.92,1,1,1,111,Lost Customers
CUST024387,1594,1,2248.76,1,1,4,114,Lost Customers
CUST024388,577,1,594.03,3,1,1,311,Others
CUST024389,176,2,3317.7,5,3,4,534,Potential Loyalists
CUST024390,1208,2,793.11,1,3,2,132,At Risk
CUST024391,942,4,5691.960000000001,2,5,5,255,Loyal Customers
CUST024392,880,1,1240.39,2,1,2,212,Lost Customers
CUST024393,1665,2,1069.23,1,3,2,132,At Risk
CUST024394,1739,1,308.12,1,1,1,111,Lost Customers
CUST024395,141,4,3362.19,5,5,5,555,Champions
CUST024396,114,3,3298.7799999999997,5,4,4,544,Champions
CUST024397,169,2,1123.6299999999999,5,3,2,532,Potential Loyalists
CUST024398,755,2,1731.62,2,3,3,233,At Risk
CUST024400,770,3,1319.64,2,4,2,242,At Risk
CUST024401,1152,1,437.27,1,1,1,111,Lost Customers
CUST024402,73,4,2976.55,5,5,4,554,Champions
CUST024403,967,2,3550.31,2,3,5,235,At Risk
CUST024404,270,2,1743.17,4,3,3,433,Potential Loyalists
CUST024405,1429,1,137.82,1,1,1,111,Lost Customers
CUST024406,853,2,2935.86,2,3,4,234,At Risk
CUST024407,556,3,1998.15,3,4,3,343,Loyal Customers
CUST024408,801,2,1098.02,2,3,2,232,At Risk
CUST024410,530,2,1000.8800000000001,3,3,2,332,Others
CUST024411,206,2,2695.66,4,3,4,434,Potential Loyalists
CUST024412,558,3,3804.99,3,4,5,345,Loyal Customers
CUST024413,70,4,3809.66,5,5,5,555,Champions
CUST024414,803,2,1518.7900000000002,2,3,3,233,At Risk
CUST024415,629,2,1573.04,3,3,3,333,Others
CUST024416,1649,1,1600.23,1,1,3,113,Lost Customers
CUST024417,363,4,2367.6400000000003,4,5,4,454,Champions
CUST024418,685,2,2959.0099999999998,2,3,4,234,At Risk
CUST024419,622,1,509.05,3,1,1,311,Others
CUST024421,180,2,394.78999999999996,4,3,1,431,Potential Loyalists
CUST024422,762,4,2736.8099999999995,2,5,4,254,Loyal Customers
CUST024423,87,2,262.27,5,3,1,531,Potential Loyalists
CUST024424,152,3,1876.57,5,4,3,543,Loyal Customers
CUST024425,628,2,1816.23,3,3,3,333,Others
CUST024426,845,3,1514.54,2,4,3,243,Loyal Customers
CUST024427,790,2,2840.61,2,3,4,234,At Risk
CUST024428,431,3,2458.7,3,4,4,344,Loyal Customers
